loc_id,ensembl,width
LOC106597211,ENSSSAG00000005166,6798
LOC106597212,ENSSSAG00000083007,25131
LOC106597223,ENSSSAG00000076704,14182
LOC106597228,ENSSSAG00000121365,75184
LOC106597230,ENSSSAG00000046982,1154
LOC106597232,ENSSSAG00000098505,15673
LOC106597234,ENSSSAG00000119793,2916
LOC106597244,ENSSSAG00000121026,5283
LOC106597247,ENSSSAG00000112553,6608
LOC106597250,ENSSSAG00000107207,84927
LOC106597268,ENSSSAG00000040040,31439
LOC106597269,ENSSSAG00000065673,15347
LOC106597275,ENSSSAG00000070024,20418
LOC106597278,ENSSSAG00000119096,43846
LOC106597281,ENSSSAG00000092887,18516
LOC106597302,ENSSSAG00000048891,1231
LOC106597308,ENSSSAG00000074774,2882
LOC106597311,ENSSSAG00000103772,4400
LOC106597314,ENSSSAG00000084775,4401
LOC106597319,ENSSSAG00000054881,30410
LOC106597322,ENSSSAG00000079297,24185
LOC106597323,ENSSSAG00000090282,17321
LOC106597326,ENSSSAG00000086957,66291
LOC106597336,ENSSSAG00000093041,12170
LOC106597339,ENSSSAG00000054881,4
LOC106597342,ENSSSAG00000072984,22325
LOC106597346,ENSSSAG00000121839,8014
LOC106597351,ENSSSAG00000015350,8425
LOC106597357,ENSSSAG00000039686,5425
LOC106597364,ENSSSAG00000005378,2165
LOC106597366,ENSSSAG00000055112,14069
LOC106597369,ENSSSAG00000108620,3067
LOC106597370,ENSSSAG00000055152,3579
LOC106597372,ENSSSAG00000109672,2518
LOC106597375,ENSSSAG00000003491,12928
LOC106597376,ENSSSAG00000055200,135137
LOC106597380,ENSSSAG00000098733,84049
LOC106597385,ENSSSAG00000108353,65665
LOC106597401,ENSSSAG00000120448,241234
LOC106597410,ENSSSAG00000100291,73692
LOC106597416,ENSSSAG00000014877,13011
LOC106597425,ENSSSAG00000099067,2234
LOC106597431,ENSSSAG00000092677,20261
LOC106597432,ENSSSAG00000075831,3872
LOC106597433,ENSSSAG00000119360,4639
LOC106597444,ENSSSAG00000100296,796746
LOC106597451,ENSSSAG00000086468,22148
LOC106597452,ENSSSAG00000118600,8215
LOC106597466,ENSSSAG00000082213,10768
LOC106597479,ENSSSAG00000112047,9524
LOC106597483,ENSSSAG00000044214,1977
LOC106597484,ENSSSAG00000050186,21385
LOC106597489,ENSSSAG00000111556,21062
LOC106597501,ENSSSAG00000033868,3796
LOC106597515,ENSSSAG00000058477,1930
LOC106597519,ENSSSAG00000009376,1480
LOC106597522,ENSSSAG00000054237,76717
LOC106597526,ENSSSAG00000114860,22369
LOC106597533,ENSSSAG00000100814,1912
LOC106597542,ENSSSAG00000118680,9543
LOC106597544,ENSSSAG00000111516,2918
LOC106597551,ENSSSAG00000044214,3117
LOC106597556,ENSSSAG00000096478,113852
LOC106597588,ENSSSAG00000007563,4787
LOC106597590,ENSSSAG00000003982,7307
LOC106597592,ENSSSAG00000100387,86387
LOC106597598,ENSSSAG00000102957,7440
LOC106597599,ENSSSAG00000100885,4370
LOC106597603,ENSSSAG00000009376,35766
LOC106597604,ENSSSAG00000109656,3217
LOC106597605,ENSSSAG00000106056,14386
LOC106597625,ENSSSAG00000112732,59875
LOC106597637,ENSSSAG00000023022,19439
LOC106597639,ENSSSAG00000103540,6901
LOC106597650,ENSSSAG00000028271,8080
LOC106597653,ENSSSAG00000005906,6436
LOC106597654,ENSSSAG00000121026,8944
LOC106597655,ENSSSAG00000043377,9029
LOC106597662,ENSSSAG00000111620,27440
LOC106597663,ENSSSAG00000114829,5691
LOC106597668,ENSSSAG00000089982,1990
LOC106597675,ENSSSAG00000122071,5114
LOC106597677,ENSSSAG00000114832,1230
LOC106597682,ENSSSAG00000041019,3730
LOC106597683,ENSSSAG00000010551,6338
LOC106597686,ENSSSAG00000062913,20205
LOC106597692,ENSSSAG00000100559,2685
LOC106597710,ENSSSAG00000002720,15149
LOC106597716,ENSSSAG00000115643,16522
LOC106597727,ENSSSAG00000004730,2177
LOC106597732,ENSSSAG00000106045,149759
LOC106597736,ENSSSAG00000119551,2361
LOC106597751,ENSSSAG00000110237,35462
LOC106597755,ENSSSAG00000094097,65216
LOC106597757,ENSSSAG00000004730,978
LOC106597769,ENSSSAG00000106761,6245
LOC106597798,ENSSSAG00000004613,62381
LOC106597800,ENSSSAG00000115887,11752
LOC106597822,ENSSSAG00000048512,3673
LOC106597825,ENSSSAG00000071570,18605
LOC106597856,ENSSSAG00000089682,9736
LOC106597860,ENSSSAG00000100705,61019
LOC106597863,ENSSSAG00000091276,2515
LOC106597866,ENSSSAG00000094146,24826
LOC106597868,ENSSSAG00000110833,258
LOC106597870,ENSSSAG00000088467,1152
LOC106597874,ENSSSAG00000097421,6339
LOC106597878,ENSSSAG00000118782,27261
LOC106597882,ENSSSAG00000085976,5179
LOC106597885,ENSSSAG00000095772,104886
LOC106597893,ENSSSAG00000086282,15103
LOC106597902,ENSSSAG00000053155,790
LOC106597904,ENSSSAG00000086954,126993
LOC106597909,ENSSSAG00000003871,12304
LOC106597912,ENSSSAG00000033585,2592
LOC106597917,ENSSSAG00000106761,6053
LOC106597919,ENSSSAG00000004433,3414
LOC106597928,ENSSSAG00000118600,3901
LOC106597935,ENSSSAG00000097209,39545
LOC106597940,ENSSSAG00000106822,3247
LOC106597951,ENSSSAG00000114453,2515
LOC106597953,ENSSSAG00000004219,21913
LOC106597954,ENSSSAG00000010825,5521
LOC106597970,ENSSSAG00000113919,2684
LOC106597972,ENSSSAG00000101066,2646
LOC106597975,ENSSSAG00000115488,26162
LOC106597983,ENSSSAG00000056681,9534
LOC106597995,ENSSSAG00000113919,9963
LOC106598011,ENSSSAG00000095639,104915
LOC106598028,ENSSSAG00000018031,2248
LOC106598037,ENSSSAG00000115495,122092
LOC106598042,ENSSSAG00000086108,1589
LOC106598043,ENSSSAG00000010796,1125
LOC106598057,ENSSSAG00000056756,10148
LOC106598059,ENSSSAG00000093609,1902
LOC106598065,ENSSSAG00000087514,55082
LOC106598067,ENSSSAG00000119458,7420
LOC106598081,ENSSSAG00000043436,58400
LOC106598084,ENSSSAG00000116616,3347
LOC106598088,ENSSSAG00000099616,1002
LOC106598090,ENSSSAG00000119076,67482
LOC106598100,ENSSSAG00000103643,2955
LOC106598102,ENSSSAG00000098668,2139
LOC106598107,ENSSSAG00000060276,114924
LOC106598110,ENSSSAG00000060276,2984
LOC106598122,ENSSSAG00000105743,152577
LOC106598127,ENSSSAG00000060631,24902
LOC106598137,ENSSSAG00000060631,26063
LOC106598140,ENSSSAG00000092401,2541
LOC106598143,ENSSSAG00000099774,12079
LOC106598149,ENSSSAG00000113161,11104
LOC106598150,ENSSSAG00000118785,2699
LOC106598152,ENSSSAG00000049922,82041
LOC106598156,ENSSSAG00000063163,33554
LOC106598164,ENSSSAG00000082058,11512
LOC106598165,ENSSSAG00000099966,46957
LOC106598167,ENSSSAG00000090950,1242
LOC106598169,ENSSSAG00000095903,26452
LOC106598174,ENSSSAG00000061260,7475
LOC106598185,ENSSSAG00000091246,1399
LOC106598202,ENSSSAG00000107639,27295
LOC106598217,ENSSSAG00000063750,40533
LOC106598227,ENSSSAG00000086412,16897
LOC106598231,ENSSSAG00000112284,11941
LOC106598235,ENSSSAG00000102269,75628
LOC106598245,ENSSSAG00000043436,56001
LOC106598248,ENSSSAG00000110196,46407
LOC106598261,ENSSSAG00000118562,4022
LOC106598267,ENSSSAG00000114710,70231
LOC106598272,ENSSSAG00000067597,1843
LOC106598276,ENSSSAG00000004923,5904
LOC106598295,ENSSSAG00000118190,47457
LOC106598296,ENSSSAG00000098326,63143
LOC106598299,ENSSSAG00000097755,6769
LOC106598314,ENSSSAG00000084086,73666
LOC106598315,ENSSSAG00000085342,3618
LOC106598330,ENSSSAG00000000982,36525
LOC106598334,ENSSSAG00000085838,2083
LOC106598340,ENSSSAG00000119101,7535
LOC106598348,ENSSSAG00000020693,2188
LOC106598352,ENSSSAG00000112710,20192
LOC106598353,ENSSSAG00000059140,74976
LOC106598358,ENSSSAG00000054393,11023
LOC106598363,ENSSSAG00000113919,4068
LOC106598364,ENSSSAG00000118174,1827
LOC106598366,ENSSSAG00000086179,12905
LOC106598368,ENSSSAG00000103181,30349
LOC106598375,ENSSSAG00000117100,3598
LOC106598377,ENSSSAG00000005007,10153
LOC106598380,ENSSSAG00000075896,3437
LOC106598396,ENSSSAG00000002505,15182
LOC106598404,ENSSSAG00000005192,237829
LOC106598410,ENSSSAG00000113919,3081
LOC106598411,ENSSSAG00000113449,1987
LOC106598420,ENSSSAG00000005245,37080
LOC106598425,ENSSSAG00000005245,4021
LOC106598432,ENSSSAG00000043775,1991
LOC106598434,ENSSSAG00000116874,78952
LOC106598436,ENSSSAG00000005686,24265
LOC106598441,ENSSSAG00000101062,9229
LOC106598444,ENSSSAG00000083964,6490
LOC106598452,ENSSSAG00000045031,77374
LOC106598456,ENSSSAG00000048430,70454
LOC106598458,ENSSSAG00000121489,1642
LOC106598460,ENSSSAG00000082010,8648
LOC106598466,ENSSSAG00000043966,27151
LOC106598474,ENSSSAG00000048473,24404
LOC106598487,ENSSSAG00000052183,2256
LOC106598492,ENSSSAG00000100054,7095
LOC106598496,ENSSSAG00000048473,960
LOC106598504,ENSSSAG00000048488,18295
LOC106598507,ENSSSAG00000100547,6221
LOC106598510,ENSSSAG00000100309,23497
LOC106598511,ENSSSAG00000045335,46143
LOC106598516,ENSSSAG00000048618,10360
LOC106598520,ENSSSAG00000052944,4051
LOC106598521,ENSSSAG00000048618,17333
LOC106598524,ENSSSAG00000011290,4459
LOC106598526,ENSSSAG00000048638,2312
LOC106598527,ENSSSAG00000110026,8282
LOC106598535,ENSSSAG00000109857,13645
LOC106598552,ENSSSAG00000086998,9486
LOC106598556,ENSSSAG00000090807,293936
LOC106598568,ENSSSAG00000048768,55916
LOC106598589,ENSSSAG00000004711,908
LOC106598598,ENSSSAG00000004976,3492
LOC106598605,ENSSSAG00000005028,827
LOC106598607,ENSSSAG00000005180,2760
LOC106598610,ENSSSAG00000043966,3487
LOC106598611,ENSSSAG00000005273,2042
LOC106598614,ENSSSAG00000048525,34998
LOC106598615,ENSSSAG00000107908,264
LOC106598617,ENSSSAG00000048618,2230
LOC106598619,ENSSSAG00000116467,21326
LOC106598629,ENSSSAG00000083888,145597
LOC106598644,ENSSSAG00000039963,6088
LOC106598655,ENSSSAG00000038088,8745
LOC106598656,ENSSSAG00000048768,34447
LOC106598658,ENSSSAG00000064234,80808
LOC106598666,ENSSSAG00000009300,19677
LOC106598668,ENSSSAG00000102466,37253
LOC106598669,ENSSSAG00000102801,13655
LOC106598670,ENSSSAG00000000238,8274
LOC106598676,ENSSSAG00000106761,1856
LOC106598689,ENSSSAG00000103285,2952
LOC106598717,ENSSSAG00000121385,138389
LOC106598722,ENSSSAG00000000387,25260
LOC106598731,ENSSSAG00000050265,14318
LOC106598732,ENSSSAG00000110853,17142
LOC106598738,ENSSSAG00000046940,5473
LOC106598741,ENSSSAG00000040644,77435
LOC106598744,ENSSSAG00000113680,1625
LOC106598756,ENSSSAG00000074229,8117
LOC106598766,ENSSSAG00000091776,1878
LOC106598774,ENSSSAG00000120938,96805
LOC106598776,ENSSSAG00000011632,74244
LOC106598783,ENSSSAG00000052616,79449
LOC106598790,ENSSSAG00000111110,9456
LOC106598791,ENSSSAG00000097477,2343
LOC106598794,ENSSSAG00000050335,4329
LOC106598795,ENSSSAG00000106477,41679
LOC106598796,ENSSSAG00000042994,4629
LOC106598799,ENSSSAG00000050312,26991
LOC106598801,ENSSSAG00000103025,27536
LOC106598805,ENSSSAG00000050922,50551
LOC106598808,ENSSSAG00000068095,18253
LOC106598809,ENSSSAG00000000414,8779
LOC106598812,ENSSSAG00000093401,2007
LOC106598815,ENSSSAG00000051184,36681
LOC106598819,ENSSSAG00000051184,1484
LOC106598820,ENSSSAG00000100601,19028
LOC106598821,ENSSSAG00000114681,22193
LOC106598823,ENSSSAG00000051316,3407
LOC106598824,ENSSSAG00000091096,23162
LOC106598827,ENSSSAG00000051445,25765
LOC106598828,ENSSSAG00000000442,3094
LOC106598832,ENSSSAG00000051484,10067
LOC106598837,ENSSSAG00000051549,9965
LOC106598838,ENSSSAG00000100666,13578
LOC106598840,ENSSSAG00000118762,11935
LOC106598841,ENSSSAG00000037372,35552
LOC106598843,ENSSSAG00000086243,6022
LOC106598845,ENSSSAG00000004228,10565
LOC106598847,ENSSSAG00000106370,4304
LOC106598849,ENSSSAG00000037637,3061
LOC106598853,ENSSSAG00000038826,43443
LOC106598856,ENSSSAG00000065158,18597
LOC106598862,ENSSSAG00000042840,40772
LOC106598864,ENSSSAG00000046923,9525
LOC106598866,ENSSSAG00000046940,5711
LOC106598867,ENSSSAG00000000408,2397
LOC106598868,ENSSSAG00000095064,5945
LOC106598870,ENSSSAG00000117933,5586
LOC106598871,ENSSSAG00000089465,69515
LOC106598872,ENSSSAG00000046979,14864
LOC106598874,ENSSSAG00000046991,14603
LOC106598876,ENSSSAG00000047006,8920
LOC106598877,ENSSSAG00000089051,42658
LOC106598878,ENSSSAG00000118600,5240
LOC106598879,ENSSSAG00000117100,6567
LOC106598885,ENSSSAG00000003934,156770
LOC106598886,ENSSSAG00000083753,13734
LOC106598892,ENSSSAG00000069307,190
LOC106598894,ENSSSAG00000069649,42408
LOC106598898,ENSSSAG00000000602,34791
LOC106598900,ENSSSAG00000069511,2284
LOC106598901,ENSSSAG00000069514,15131
LOC106598902,ENSSSAG00000074215,8067
LOC106598905,ENSSSAG00000108164,4009
LOC106598906,ENSSSAG00000000602,39424
LOC106598907,ENSSSAG00000074220,30583
LOC106598913,ENSSSAG00000074234,4510
LOC106598915,ENSSSAG00000074308,12102
LOC106598916,ENSSSAG00000074247,3990
LOC106598918,ENSSSAG00000074320,7336
LOC106598924,ENSSSAG00000059739,23775
LOC106598932,ENSSSAG00000074463,42015
LOC106598933,ENSSSAG00000088058,37738
LOC106598934,ENSSSAG00000074821,2722
LOC106598935,ENSSSAG00000095873,8510
LOC106598937,ENSSSAG00000074844,2121
LOC106598943,ENSSSAG00000111229,24343
LOC106598945,ENSSSAG00000071741,79658
LOC106598947,ENSSSAG00000121856,117585
LOC106598949,ENSSSAG00000075427,34474
LOC106598951,ENSSSAG00000093507,631
LOC106598953,ENSSSAG00000076309,7599
LOC106598957,ENSSSAG00000015444,10936
LOC106598958,ENSSSAG00000094922,1481
LOC106598960,ENSSSAG00000094922,4255
LOC106598964,ENSSSAG00000009661,31774
LOC106598968,ENSSSAG00000086604,33695
LOC106598970,ENSSSAG00000108306,3564
LOC106598978,ENSSSAG00000076550,919
LOC106598984,ENSSSAG00000076582,19414
LOC106598987,ENSSSAG00000086535,3819
LOC106598989,ENSSSAG00000085774,6869
LOC106598990,ENSSSAG00000076841,7925
LOC106598992,ENSSSAG00000114938,13011
LOC106598995,ENSSSAG00000114938,1878
LOC106598996,ENSSSAG00000114938,1815
LOC106599001,ENSSSAG00000076870,78139
LOC106599003,ENSSSAG00000076863,2041
LOC106599005,ENSSSAG00000076897,40947
LOC106599006,ENSSSAG00000053123,5040
LOC106599011,ENSSSAG00000077221,5200
LOC106599012,ENSSSAG00000077260,89750
LOC106599018,ENSSSAG00000059710,9158
LOC106599020,ENSSSAG00000077470,1775
LOC106599022,ENSSSAG00000085555,7052
LOC106599023,ENSSSAG00000077507,5246
LOC106599024,ENSSSAG00000077507,10447
LOC106599029,ENSSSAG00000077729,29334
LOC106599031,ENSSSAG00000077735,3448
LOC106599032,ENSSSAG00000088068,10685
LOC106599036,ENSSSAG00000077766,5107
LOC106599038,ENSSSAG00000077887,4932
LOC106599039,ENSSSAG00000101330,38615
LOC106599042,ENSSSAG00000001822,133902
LOC106599045,ENSSSAG00000001846,282619
LOC106599048,ENSSSAG00000084760,5682
LOC106599051,ENSSSAG00000095565,8629
LOC106599057,ENSSSAG00000119258,1371
LOC106599059,ENSSSAG00000119258,5925
LOC106599061,ENSSSAG00000119661,5880
LOC106599064,ENSSSAG00000003115,7032
LOC106599069,ENSSSAG00000003135,3248
LOC106599071,ENSSSAG00000003163,5692
LOC106599072,ENSSSAG00000111328,21158
LOC106599084,ENSSSAG00000084240,7620
LOC106599090,ENSSSAG00000003644,8584
LOC106599092,ENSSSAG00000003610,17726
LOC106599093,ENSSSAG00000003831,2431
LOC106599096,ENSSSAG00000003920,27573
LOC106599098,ENSSSAG00000005275,7434
LOC106599100,ENSSSAG00000006573,32046
LOC106599103,ENSSSAG00000007929,35823
LOC106599105,ENSSSAG00000000090,11254
LOC106599111,ENSSSAG00000008022,69709
LOC106599115,ENSSSAG00000008042,6016
LOC106599117,ENSSSAG00000008141,31306
LOC106599119,ENSSSAG00000008141,8760
LOC106599121,ENSSSAG00000008141,858
LOC106599124,ENSSSAG00000104335,29057
LOC106599129,ENSSSAG00000011369,12606
LOC106599133,ENSSSAG00000011526,44505
LOC106599136,ENSSSAG00000012516,9408
LOC106599138,ENSSSAG00000053123,15696
LOC106599139,ENSSSAG00000114635,14583
LOC106599140,ENSSSAG00000015859,5334
LOC106599141,ENSSSAG00000015909,26236
LOC106599142,ENSSSAG00000043313,17973
LOC106599145,ENSSSAG00000047097,16511
LOC106599146,ENSSSAG00000017253,15593
LOC106599148,ENSSSAG00000047126,6724
LOC106599149,ENSSSAG00000047917,4519
LOC106599157,ENSSSAG00000048493,20626
LOC106599160,ENSSSAG00000115373,45780
LOC106599162,ENSSSAG00000051425,4358
LOC106599164,ENSSSAG00000051480,56840
LOC106599166,ENSSSAG00000095974,29085
LOC106599177,ENSSSAG00000048768,2656
LOC106599180,ENSSSAG00000116805,3074
LOC106599181,ENSSSAG00000051083,5319
LOC106599183,ENSSSAG00000038826,2314
LOC106599189,ENSSSAG00000003148,8054
LOC106599192,ENSSSAG00000116730,4845
LOC106599195,ENSSSAG00000066499,31308
LOC106599196,ENSSSAG00000093324,10716
LOC106599198,ENSSSAG00000097410,5159
LOC106599199,ENSSSAG00000110803,6810
LOC106599203,ENSSSAG00000015951,3154
LOC106599208,ENSSSAG00000121425,28670
LOC106599210,ENSSSAG00000051384,2223
LOC106599211,ENSSSAG00000089231,39817
LOC106599215,ENSSSAG00000000091,33319
LOC106599217,ENSSSAG00000003295,3273
LOC106599230,ENSSSAG00000058274,6951
LOC106599236,ENSSSAG00000035430,725
LOC106599237,ENSSSAG00000039648,17856
LOC106599247,ENSSSAG00000077312,6479
LOC106599248,ENSSSAG00000120440,57159
LOC106599250,ENSSSAG00000077147,70684
LOC106599252,ENSSSAG00000077073,146666
LOC106599254,ENSSSAG00000075727,104649
LOC106599258,ENSSSAG00000076959,128980
LOC106599262,ENSSSAG00000075640,68943
LOC106599263,ENSSSAG00000075624,11065
LOC106599266,ENSSSAG00000075609,16800
LOC106599267,ENSSSAG00000001386,39408
LOC106599269,ENSSSAG00000115156,4560
LOC106599272,ENSSSAG00000075463,46530
LOC106599276,ENSSSAG00000075455,26934
LOC106599278,ENSSSAG00000010774,2075
LOC106599281,ENSSSAG00000065944,93053
LOC106599284,ENSSSAG00000086086,50239
LOC106599285,ENSSSAG00000047364,81305
LOC106599287,ENSSSAG00000115473,12463
LOC106599289,ENSSSAG00000065639,15091
LOC106599291,ENSSSAG00000063553,57094
LOC106599295,ENSSSAG00000113290,1992
LOC106599296,ENSSSAG00000113449,597625
LOC106599297,ENSSSAG00000063396,8733
LOC106599299,ENSSSAG00000063389,41222
LOC106599302,ENSSSAG00000063329,18998
LOC106599303,ENSSSAG00000056100,59770
LOC106599305,ENSSSAG00000047789,2479
LOC106599306,ENSSSAG00000047789,4176
LOC106599307,ENSSSAG00000047789,103839
LOC106599309,ENSSSAG00000046756,11508
LOC106599312,ENSSSAG00000102449,342
LOC106599315,ENSSSAG00000046689,3398
LOC106599316,ENSSSAG00000065823,372
LOC106599318,ENSSSAG00000046552,10646
LOC106599319,ENSSSAG00000046552,209
LOC106599321,ENSSSAG00000083650,14255
LOC106599325,ENSSSAG00000082021,2720
LOC106599326,ENSSSAG00000046452,25971
LOC106599327,ENSSSAG00000044167,12859
LOC106599328,ENSSSAG00000101828,3308
LOC106599330,ENSSSAG00000043728,10020
LOC106599332,ENSSSAG00000100691,3845
LOC106599333,ENSSSAG00000044032,17679
LOC106599334,ENSSSAG00000108854,54367
LOC106599337,ENSSSAG00000042875,137476
LOC106599341,ENSSSAG00000116739,9537
LOC106599343,ENSSSAG00000042660,109505
LOC106599345,ENSSSAG00000042586,31672
LOC106599346,ENSSSAG00000091175,18707
LOC106599349,ENSSSAG00000037381,24037
LOC106599351,ENSSSAG00000035069,1506
LOC106599357,ENSSSAG00000031405,13037
LOC106599359,ENSSSAG00000031199,95907
LOC106599366,ENSSSAG00000009882,48126
LOC106599368,ENSSSAG00000009868,2669
LOC106599369,ENSSSAG00000080626,4353
LOC106599373,ENSSSAG00000080617,22476
LOC106599374,ENSSSAG00000054697,35199
LOC106599379,ENSSSAG00000080561,92694
LOC106599380,ENSSSAG00000080553,18642
LOC106599381,ENSSSAG00000000083,31354
LOC106599384,ENSSSAG00000080552,3951
LOC106599385,ENSSSAG00000013298,5079
LOC106599388,ENSSSAG00000091864,6188
LOC106599389,ENSSSAG00000080527,20082
LOC106599390,ENSSSAG00000080402,34416
LOC106599401,ENSSSAG00000080141,41814
LOC106599407,ENSSSAG00000042994,4659
LOC106599418,ENSSSAG00000079728,120271
LOC106599421,ENSSSAG00000083558,9228
LOC106599426,ENSSSAG00000079626,110875
LOC106599429,ENSSSAG00000079588,4735
LOC106599430,ENSSSAG00000079485,75774
LOC106599435,ENSSSAG00000079455,14441
LOC106599437,ENSSSAG00000096103,13627
LOC106599438,ENSSSAG00000079242,14895
LOC106599440,ENSSSAG00000104795,1542
LOC106599443,ENSSSAG00000079240,10442
LOC106599445,ENSSSAG00000069257,32343
LOC106599448,ENSSSAG00000069257,13248
LOC106599449,ENSSSAG00000079023,7149
LOC106599451,ENSSSAG00000078581,30579
LOC106599453,ENSSSAG00000079016,27084
LOC106599461,ENSSSAG00000078521,30163
LOC106599465,ENSSSAG00000077700,64205
LOC106599468,ENSSSAG00000077575,151956
LOC106599471,ENSSSAG00000077474,46629
LOC106599477,ENSSSAG00000077431,43449
LOC106599480,ENSSSAG00000088338,1987
LOC106599481,ENSSSAG00000004307,6555
LOC106599483,ENSSSAG00000085291,55407
LOC106599484,ENSSSAG00000068868,30225
LOC106599485,ENSSSAG00000068713,24782
LOC106599488,ENSSSAG00000112918,19797
LOC106599490,ENSSSAG00000066513,5486
LOC106599493,ENSSSAG00000056553,39071
LOC106599499,ENSSSAG00000082077,12196
LOC106599501,ENSSSAG00000066222,11966
LOC106599503,ENSSSAG00000043526,248504
LOC106599513,ENSSSAG00000042041,108823
LOC106599515,ENSSSAG00000006192,20880
LOC106599517,ENSSSAG00000005467,45423
LOC106599520,ENSSSAG00000003452,16628
LOC106599523,ENSSSAG00000003090,53574
LOC106599527,ENSSSAG00000003027,24638
LOC106599529,ENSSSAG00000001965,334841
LOC106599530,ENSSSAG00000001836,126383
LOC106599531,ENSSSAG00000056494,2956
LOC106599532,ENSSSAG00000001831,258504
LOC106599535,ENSSSAG00000001819,26898
LOC106599536,ENSSSAG00000004378,22143
LOC106599541,ENSSSAG00000001819,810
LOC106599544,ENSSSAG00000118820,7251
LOC106599547,ENSSSAG00000001812,7604
LOC106599548,ENSSSAG00000001807,2263
LOC106599551,ENSSSAG00000001704,27289
LOC106599554,ENSSSAG00000065901,4405
LOC106599556,ENSSSAG00000065901,6349
LOC106599558,ENSSSAG00000065901,127227
LOC106599561,ENSSSAG00000064701,3715
LOC106599563,ENSSSAG00000064384,9227
LOC106599564,ENSSSAG00000064384,4821
LOC106599567,ENSSSAG00000113563,23764
LOC106599575,ENSSSAG00000055451,37934
LOC106599578,ENSSSAG00000074789,79622
LOC106599582,ENSSSAG00000074784,12381
LOC106599584,ENSSSAG00000055274,14168
LOC106599585,ENSSSAG00000052616,60656
LOC106599588,ENSSSAG00000096011,977
LOC106599592,ENSSSAG00000111083,12496
LOC106599593,ENSSSAG00000069272,998
LOC106599594,ENSSSAG00000043684,1330
LOC106599602,ENSSSAG00000121588,2596
LOC106599606,ENSSSAG00000080617,1645
LOC106599611,ENSSSAG00000053073,10303
LOC106599615,ENSSSAG00000079053,13083
LOC106599618,ENSSSAG00000068694,9419
LOC106599619,ENSSSAG00000104748,1656
LOC106599620,ENSSSAG00000003027,5688
LOC106599621,ENSSSAG00000001844,21703
LOC106599624,ENSSSAG00000004570,39220
LOC106599634,ENSSSAG00000103441,6140
LOC106599645,ENSSSAG00000001991,3783
LOC106599657,ENSSSAG00000075098,29847
LOC106599662,ENSSSAG00000077506,20659
LOC106599664,ENSSSAG00000078246,111069
LOC106599671,ENSSSAG00000078611,21232
LOC106599672,ENSSSAG00000078667,546
LOC106599673,ENSSSAG00000078714,41293
LOC106599676,ENSSSAG00000066754,4539
LOC106599679,ENSSSAG00000113076,6439
LOC106599680,ENSSSAG00000000242,145830
LOC106599684,ENSSSAG00000082109,21700
LOC106599691,ENSSSAG00000000364,13648
LOC106599692,ENSSSAG00000000399,21571
LOC106599699,ENSSSAG00000005749,2544
LOC106599701,ENSSSAG00000000411,6628
LOC106599704,ENSSSAG00000000399,1204
LOC106599706,ENSSSAG00000000678,83025
LOC106599708,ENSSSAG00000000942,12890
LOC106599711,ENSSSAG00000000957,8681
LOC106599713,ENSSSAG00000086767,5621
LOC106599714,ENSSSAG00000110683,61982
LOC106599717,ENSSSAG00000100401,2257
LOC106599719,ENSSSAG00000001063,21769
LOC106599720,ENSSSAG00000001460,78501
LOC106599721,ENSSSAG00000001783,68720
LOC106599723,ENSSSAG00000001858,7600
LOC106599725,ENSSSAG00000084777,41192
LOC106599727,ENSSSAG00000001949,85617
LOC106599728,ENSSSAG00000001975,14559
LOC106599729,ENSSSAG00000006892,4946
LOC106599735,ENSSSAG00000001978,20227
LOC106599739,ENSSSAG00000083881,2589
LOC106599740,ENSSSAG00000088841,2575
LOC106599742,ENSSSAG00000105305,2230
LOC106599743,ENSSSAG00000002011,14252
LOC106599747,ENSSSAG00000002032,3330
LOC106599749,ENSSSAG00000104536,6100
LOC106599752,ENSSSAG00000101977,9284
LOC106599757,ENSSSAG00000004018,125684
LOC106599764,ENSSSAG00000109374,24771
LOC106599765,ENSSSAG00000044647,12020
LOC106599766,ENSSSAG00000089264,2427
LOC106599769,ENSSSAG00000044902,6835
LOC106599772,ENSSSAG00000117812,2315
LOC106599773,ENSSSAG00000053233,2870
LOC106599774,ENSSSAG00000044947,3858
LOC106599779,ENSSSAG00000045433,87328
LOC106599786,ENSSSAG00000089264,5396
LOC106599798,ENSSSAG00000070759,6318
LOC106599804,ENSSSAG00000071078,4034
LOC106599806,ENSSSAG00000114705,19403
LOC106599809,ENSSSAG00000038787,70092
LOC106599824,ENSSSAG00000073179,217823
LOC106599825,ENSSSAG00000090505,1806
LOC106599827,ENSSSAG00000074857,1800
LOC106599832,ENSSSAG00000048005,28320
LOC106599833,ENSSSAG00000002528,4046
LOC106599835,ENSSSAG00000001386,3866
LOC106599847,ENSSSAG00000118300,16098
LOC106599848,ENSSSAG00000074940,13849
LOC106599852,ENSSSAG00000118300,4620
LOC106599863,ENSSSAG00000118428,93201
LOC106599864,ENSSSAG00000003295,10937
LOC106599867,ENSSSAG00000102224,17268
LOC106599869,ENSSSAG00000094262,2947
LOC106599871,ENSSSAG00000074998,4398
LOC106599872,ENSSSAG00000075007,29701
LOC106599874,ENSSSAG00000096426,27753
LOC106599876,ENSSSAG00000104962,4315
LOC106599880,ENSSSAG00000075073,5995
LOC106599884,ENSSSAG00000117622,13114
LOC106599887,ENSSSAG00000105949,2209
LOC106599889,ENSSSAG00000105949,3633
LOC106599898,ENSSSAG00000110868,10917
